gender,emotion,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,mfcc0_max,mfcc1_max,mfcc2_max,mfcc3_max,mfcc4_max,mfcc5_max,mfcc6_max,mfcc7_max,mfcc8_max,mfcc9_max,mfcc10_max,mfcc11_max,mfcc12_max,mfcc13_max,mfcc14_max,mfcc15_max,mfcc16_max,mfcc17_max,mfcc18_max,mfcc19_max
male,angry,-526.2785,40.100624,-5.4062862,8.0860615,-3.3844342,-3.6563706,-7.031596,-8.578679,-13.111328,-6.569745,-4.498286,-6.6619687,-3.472775,-4.7383814,-4.606366,-3.0088396,-8.43908,-1.8164217,-5.5824895,-4.278462,190.55809,54.784904,26.895554,23.977358,24.071804,14.922957,17.196913,12.314755,14.864633,12.168759,9.917762,9.42039,8.260054,11.547061,8.843141,8.298746,12.795629,7.888326,8.873561,7.400907,-213.03703,162.9131,76.36458,69.91461,36.090225,39.22363,36.259293,9.48563,8.980766,24.73061,11.701326,9.982016,27.01529,25.150486,12.426189,14.350792,7.67218,25.18812,11.26524,14.647221
female,sad,-614.29626,63.1166,-6.806927,8.738794,3.764442,-6.5474663,-5.545719,-16.580688,-10.024296,1.0530573,-7.759459,-1.1732856,-7.933704,-4.297759,1.9433433,-8.179739,-4.2769437,-0.37545526,-3.6412072,-1.1942471,153.06085,45.239986,27.889378,19.93172,13.558873,16.04676,13.517083,18.374296,15.023152,11.593578,11.438218,9.406169,10.872884,8.2070875,7.6244497,12.342264,9.401997,6.4038105,9.674497,7.7114224,-358.8352,189.95831,61.032722,58.850906,29.771297,15.741161,17.7359,15.38624,19.802246,29.085651,15.79819,22.905975,9.463318,11.0546055,28.213623,13.934097,10.210689,22.484053,11.702814,14.41065
female,fear,-375.76205,10.333244,-55.78422,-11.231372,-15.705115,-18.73719,-25.929209,-9.953245,-6.81157,17.336304,6.977475,12.280225,15.012845,-5.7754426,-9.427168,-8.517955,1.0861549,6.494814,-7.186533,-4.2335534,144.10316,21.570177,50.70424,29.097895,18.591787,22.27909,15.624139,14.916918,16.366144,19.696535,21.266577,24.610844,15.019413,14.918288,11.930977,12.855934,7.7964177,6.780514,8.362289,14.424345,-121.639275,74.7345,12.051247,35.68132,13.919578,14.424287,15.253787,16.795412,27.279259,63.56942,59.008575,66.10708,62.70544,19.284084,16.399164,20.9773,27.469921,27.825365,22.292156,34.33081
female,angry,-582.6856,51.937828,-2.5196228,9.60283,-2.1156456,-3.0279343,1.9232842,-6.297569,-6.2711945,-1.1393781,-4.0723066,-1.4311137,-4.1808906,-2.0570476,0.581602,-6.736433,-5.059455,-1.893923,-4.7728257,-3.3272645,177.9434,63.803314,26.607029,23.813457,16.375406,19.009916,11.370153,16.767843,12.414632,10.33181,9.8664,8.129312,8.815308,6.092874,5.9673243,9.855009,7.5374293,5.528567,7.6691303,5.8489747,-273.93707,195.8438,63.581024,70.96652,33.00953,41.846714,34.345085,30.301722,20.623203,25.546223,12.950511,35.0028,18.805586,13.793716,22.524347,13.04756,10.447314,17.813744,7.3705993,13.859519
female,fear,-509.52957,24.022821,-14.907886,-0.69756323,-11.522958,-9.965441,-11.921486,-13.617157,-3.6462023,-3.4700625,-9.264821,1.3866539,-5.485136,-0.7754853,-1.00797,-5.1003804,-3.8809512,1.1204301,2.5547054,3.4767852,159.88605,43.35448,27.4499,24.55357,19.226353,16.800737,15.498146,18.262196,13.536469,12.445913,12.044608,8.82272,11.393241,8.709246,8.162069,9.297623,11.202321,12.667886,13.320473,16.039782,-250.40149,134.73508,63.31314,46.163574,9.985038,18.989202,20.464457,26.41977,33.42699,19.61966,22.100266,28.142504,12.41313,21.360535,15.354089,12.350685,45.342552,47.856716,44.64423,51.604492
male,fear,-429.91806,13.98749,-25.794744,-0.5675072,-13.151172,-9.664351,-17.374819,-16.18596,-8.834062,-4.984041,-2.60371,0.9205716,2.7866793,11.432088,-1.2724808,-2.850046,-3.0472083,-4.643775,3.16624,11.993475,170.16933,36.743057,32.80752,16.897415,28.382156,17.331675,19.67572,22.05775,11.135672,13.495705,11.514111,15.010653,13.726271,15.511523,14.45493,9.775232,11.342126,13.499393,8.872382,13.869344,-90.73428,125.060455,35.603153,43.114185,26.808437,23.43717,4.4519963,16.760977,7.3214445,37.444515,36.363754,45.873913,52.091972,70.05885,45.68212,24.33662,32.311317,24.826466,28.65501,48.578003
female,disgust,-626.0834,56.503174,0.2206256,4.6188345,0.45976028,-2.8231893,-5.3426104,-13.317151,-1.6726719,0.17903897,-6.384529,-0.23012409,-9.834822,-2.2793508,-1.9429153,-10.309563,-3.5400128,-3.8184936,-5.312381,-5.0283732,184.20435,61.968758,32.99113,23.616774,17.456663,17.726759,16.958313,20.973515,12.41487,10.256621,11.257443,9.050862,13.758646,7.381269,9.090451,12.682467,7.7193813,7.7102203,7.910637,7.4712486,-336.62003,183.04248,75.91269,66.279434,37.95774,23.842203,20.046999,11.39472,29.474644,26.935314,17.269451,35.035156,9.437786,14.310017,17.80392,12.953295,8.359306,15.715476,10.869976,6.9314365
male,surprise,-605.2246,51.048885,-5.42721,8.577296,4.1080546,-2.6509154,-8.000926,-6.305148,-11.018701,-4.7179575,0.4252715,-7.8209214,0.1158051,-3.789491,-4.923254,0.7295141,-8.629747,-4.321852,-3.2514765,-4.4597807,210.56076,59.804165,21.964535,20.047575,20.579506,16.458597,15.180443,12.785692,17.668383,11.886096,9.375195,13.468624,7.799027,9.447694,9.630231,5.763109,13.755747,7.5003724,6.1168942,7.9280505,-255.16617,198.57254,69.711815,60.47498,41.70871,36.66265,17.108051,16.149998,22.64029,16.643593,26.942688,13.509723,30.178272,16.180494,17.39837,14.424667,7.912675,9.875665,9.899782,5.420787
female,sad,-514.46185,27.29788,-20.663517,-2.780614,-8.103602,-16.992455,-7.1249886,-13.565977,-7.0921717,0.2988647,-13.811729,-5.5656734,2.6031384,6.003034,10.342918,8.706334,7.900495,5.5037374,-4.7096953,-2.9251335,177.40598,45.012535,34.831562,21.460842,18.136305,21.205591,15.218555,15.429497,9.479691,9.54219,14.810116,11.247942,10.208181,14.646205,19.77404,15.830592,17.379179,12.39196,13.613484,7.7745233,-191.00304,145.27802,68.813156,42.17727,37.375267,11.968576,34.987534,15.020618,16.265297,35.076458,10.84356,27.3337,38.91346,54.81803,64.94757,57.827293,60.471146,44.23242,33.89536,20.452969
male,calm,-522.8183,59.35227,-11.230974,7.0521793,5.5283365,-3.4559422,-13.628194,-10.241684,-4.705465,-7.2921786,4.888458,-5.308111,-2.844833,-1.4081233,-6.2480145,2.4756064,-3.2799325,-2.9157386,1.8448254,-4.4750557,172.13042,45.055027,29.212494,24.615107,20.500801,13.206144,15.138676,12.817349,10.959599,17.228468,8.9849825,13.5444975,9.978163,7.0878415,12.2348175,7.432454,9.357269,7.665333,7.0075684,8.01283,-246.19365,152.2078,84.56473,75.516846,46.585796,22.116922,17.778915,18.62789,28.156487,36.676136,33.341858,23.48502,21.178793,21.090889,18.05582,23.127514,17.159458,10.786327,22.553282,7.642997
female,disgust,-525.89026,39.217728,-10.682053,-1.9631301,-2.3002641,-8.997864,-6.9477205,-15.154997,-11.542882,0.071714625,-12.584118,-0.47300276,-10.839875,-5.62448,-1.0489767,-9.025076,-4.801447,-2.6516054,-7.4849186,-4.024463,178.59862,53.84327,36.82436,25.375895,16.759924,18.912926,16.64337,17.630686,14.729853,9.9845915,14.140713,9.483784,12.3903475,8.118172,6.21258,12.376248,8.051045,4.9052076,8.984529,10.211668,-209.74496,157.82558,73.00046,59.181114,31.550507,22.495052,20.511538,10.436611,11.221188,33.362362,7.006604,44.05008,5.4357443,9.339922,14.02338,9.377903,10.641196,13.862033,6.158471,41.521355
female,fear,-492.15945,15.558997,-27.027588,-4.9528427,-11.933763,-12.674922,-8.616406,-13.488604,-6.9626627,-5.6960545,-10.570783,-4.470398,-7.3906784,3.2411609,-1.2100079,4.142799,8.635644,10.562964,6.138142,5.4815335,168.89404,37.621037,40.38226,17.874905,19.397787,17.88724,12.96345,13.801378,14.691058,12.188956,12.068951,9.547085,17.351017,10.803244,11.202414,13.824734,15.339006,18.663168,15.749979,18.15226,-175.01913,114.70509,41.470913,32.922523,13.012754,21.686508,25.03452,1.4843137,18.74961,15.673551,13.596511,34.986767,32.885754,61.121696,30.743876,42.14776,62.49475,66.39401,54.523903,59.386703
female,sad,-623.33356,56.969315,-10.088537,5.2687817,1.0130795,-7.0290112,-5.593106,-11.844839,-10.423995,-2.4507234,-6.3430343,-1.9124818,-6.9459267,-5.7603045,2.815298,-6.4701133,-7.1823483,-1.5590075,-5.8007536,-2.2633998,171.73679,49.234947,26.949812,23.42599,16.087513,14.674652,11.676279,14.599955,13.143404,11.427195,10.002266,8.647843,9.642047,7.7524104,8.0943575,9.819382,9.348596,5.492615,8.161333,6.138172,-328.3611,187.4471,64.73801,62.259933,45.80721,14.297982,15.724422,14.164593,19.504341,30.298119,22.057293,17.656696,14.413371,9.949084,27.48359,8.115403,8.964148,11.347061,7.8047476,17.95283
male,sad,-665.35425,69.14727,4.779705,18.414154,17.765133,1.5513718,9.010732,0.43267438,0.08139347,5.7538605,2.1520522,7.288802,3.0112908,2.1234305,3.4296885,0.46754605,2.1837556,-0.6967318,2.993305,1.900002,201.85387,53.62622,26.21494,20.66704,12.751105,20.406755,10.62392,16.477276,14.992689,12.030352,14.400219,7.6941814,10.041016,8.767968,6.34609,8.520771,7.4700503,9.651327,5.9567013,7.1482973,-306.0443,180.44434,38.734863,68.70661,45.404892,27.513847,27.622128,22.096678,19.264568,28.995283,21.738674,23.643242,17.778988,14.873014,12.681589,13.241374,13.263416,15.827431,18.003117,14.49257
male,neutral,-725.99884,65.84021,4.769485,10.2365055,8.644426,3.1547225,-1.8746307,-3.176603,-3.784609,1.9564543,1.907777,-1.3699131,5.319067,1.3982466,-1.4559346,2.1448069,-4.3704,1.0508834,1.1726539,0.66096115,176.6411,71.51734,19.150076,22.366451,16.181608,10.753691,13.084762,13.588777,12.838735,8.415775,7.6401696,10.428471,10.831714,6.8316708,8.862558,6.0155725,10.825433,4.6566567,6.1641846,4.0062895,-358.95447,220.09886,48.755302,72.639595,54.998158,29.261173,16.586172,12.446859,9.737618,21.478405,17.828365,14.709124,41.107872,14.122071,8.321401,21.69537,6.8957205,13.405293,11.722626,8.014423
male,happy,-597.3228,54.197563,13.435555,18.300005,0.98763156,6.3637443,-1.9027038,-2.3356757,-7.223956,-2.5983102,1.6532681,-7.3848715,-1.0984825,-0.92187625,-1.0355479,-1.9642044,-4.212548,-0.14132717,0.72515976,-1.5791932,178.0858,69.867096,20.073435,24.346998,23.038961,18.677923,16.258102,12.490638,17.069006,13.1862545,10.106498,12.2073965,7.0732713,7.9361,8.759338,8.084982,9.023816,5.846242,5.602818,7.1119013,-309.9547,185.20258,72.46898,92.235306,49.972847,46.489258,27.316795,19.634552,16.98589,21.507246,31.399754,9.120525,10.081744,15.306095,15.719015,9.549368,8.041573,16.112337,17.48664,8.198509
male,calm,-675.9515,65.246086,8.900713,21.83042,8.193551,-2.162136,-3.3512769,-2.533796,-0.09904012,2.4159482,-5.1049128,6.0223637,-1.7098132,0.16826136,-2.1124914,-1.910375,1.519138,-3.75095,-2.7276895,5.8465486,160.92683,63.98533,26.864931,19.62689,13.6835165,19.206907,8.560251,10.268467,13.650064,11.857166,11.905304,9.498172,7.8877263,5.648072,8.108999,6.135207,6.521136,7.2372723,5.2490683,7.2782025,-433.2908,179.31133,82.201324,73.26903,42.86602,34.397755,15.678226,23.877941,25.081074,44.724365,12.576145,34.97207,15.264246,13.272755,12.984339,12.296361,24.094893,8.925938,7.196314,22.709728
male,calm,-741.59674,70.56581,7.477882,13.400219,13.707761,5.473329,-0.48850733,-4.239958,-4.872603,3.6346667,3.467409,-1.0398731,4.418547,1.045301,-3.1299486,2.3254185,-2.9128048,-1.042542,1.6291625,-1.193907,191.51514,66.945755,18.657461,19.686434,13.873002,12.255086,12.445655,12.80787,15.455052,9.006937,8.6197405,9.003836,9.996484,7.585439,9.950479,7.9061403,8.830322,6.974586,6.024099,6.0731173,-381.56277,230.00356,72.04303,80.358116,57.60607,41.9962,17.266197,12.37426,10.666931,31.487862,28.848564,11.60919,39.86782,15.48004,10.303534,22.268894,7.026666,13.96703,20.415636,7.3182034
female,fear,-338.56052,9.739464,-23.762585,-12.000755,-14.014739,-13.600858,-9.955665,-14.172215,-5.4902844,5.227833,2.7344313,12.879958,5.1622686,7.9276443,-5.614099,-5.5153174,3.440676,2.1097467,-1.6537952,0.8713588,119.10189,29.768097,30.902426,22.290522,25.275608,23.199131,16.946589,14.636117,11.011689,10.531038,13.160373,23.882235,14.209053,15.228421,17.176449,14.530477,7.6771274,6.3209,12.223839,11.741646,-40.639565,96.24669,46.794792,22.95789,13.559418,31.594078,25.025806,11.610796,15.071369,40.012646,35.99012,75.36879,38.782833,61.368378,30.834833,32.56157,30.701597,28.9408,48.96453,52.241516
female,sad,-526.048,45.47058,-17.033861,2.015338,-4.9191885,-13.45852,-6.9823256,-10.99064,-12.988942,2.9002504,-6.611745,-0.2101953,-2.2348971,-1.7221878,3.233271,1.0948926,0.52487487,11.266972,7.112505,12.574762,163.17233,47.773617,31.668636,20.330181,16.90456,23.10158,14.933646,16.259047,18.01315,11.213698,11.722072,8.806856,8.713595,9.220025,9.404301,11.952945,12.629159,15.482267,13.272044,17.177032,-255.35156,182.17148,40.311295,61.06933,30.710182,14.450468,38.050224,12.945929,12.734758,35.230576,15.994875,23.736227,15.404911,20.840418,38.725864,53.28627,42.01925,59.935593,46.872646,72.97807
female,neutral,-686.895,43.229652,-7.451458,1.0477135,-8.075271,-7.687416,-11.267946,-12.600429,-8.550982,-6.6951265,-8.587321,-3.2837577,-6.132196,-5.3371987,-2.9109435,-6.3295302,-4.3852873,-4.6995707,-6.0949736,-4.419706,153.30528,56.860767,26.081312,22.697828,16.134077,14.805996,14.452155,17.061762,13.207481,12.511562,9.62979,7.3679905,7.598214,8.573805,5.8223014,8.087736,6.263617,6.483187,7.870201,5.5372305,-407.57788,171.3211,71.83003,56.058556,15.732548,22.548475,15.264683,9.646357,21.91637,21.237001,1.243984,13.919619,10.515118,11.099327,9.323535,5.999904,12.174246,10.702806,2.4129298,5.363961
female,disgust,-538.49915,39.377132,-12.930034,3.5931923,-4.0478907,-12.508108,-16.095436,-9.816666,-12.986247,-2.9368997,-4.1679754,-12.370349,-2.4693532,-9.155893,-2.722973,-7.4385896,-7.777407,-1.5792688,-8.321358,-4.4104795,161.8291,56.85985,38.899464,20.857738,19.544779,21.63594,18.358274,15.541912,16.589424,8.726977,10.297764,14.046038,7.1070027,12.562974,7.726895,8.628506,8.53748,5.546684,8.87049,6.2347164,-274.60587,185.5154,82.17253,53.414757,31.672327,26.4904,13.799585,23.610836,8.452836,15.915005,19.396936,7.388176,18.31526,19.136856,13.4127445,10.895002,10.207729,12.700474,1.9660251,10.347843
female,happy,-418.2967,10.282399,-31.424139,-14.007898,-16.701633,-18.26779,-12.180177,-16.127981,-7.386583,1.4613159,3.9191551,12.931555,5.8200073,7.1813545,-7.5187197,-6.4899254,-0.053256094,-5.307892,-2.9829488,-1.1636893,137.2067,32.54727,41.722176,25.874334,24.360075,21.8662,17.652567,17.95028,14.002085,13.697911,16.533714,23.346348,15.09365,20.789791,18.45898,13.930482,9.274811,11.961097,12.250841,10.538227,-159.77261,121.18456,30.314869,29.740852,12.182568,4.385991,16.355892,0.0,25.00624,52.753593,54.29789,84.461426,50.72853,58.18068,30.079067,27.393837,31.057688,12.851261,41.347713,43.166603
male,disgust,-727.1078,55.841908,11.068944,19.208323,5.8182898,0.39815974,1.9675099,-0.49851623,1.75727,3.9008653,7.26851,3.445917,0.5199957,3.4886591,3.7977836,2.9916637,-0.84970486,3.3716455,0.0773907,1.7597934,164.79337,58.814857,21.019281,24.231155,18.679659,19.369612,12.823378,12.894006,10.880145,8.6846695,11.781916,8.812232,8.192872,8.456447,8.066404,5.4663815,8.400097,6.1303115,6.7237935,5.10803,-406.3433,196.29858,99.356155,102.759476,49.80735,44.9634,36.60182,31.723148,25.137455,22.789845,36.646477,32.654083,16.791224,21.817888,33.694378,18.034447,19.617,24.33699,11.451405,12.195316
male,surprise,-661.369,72.99152,11.900956,24.883938,1.6417638,4.494987,1.5281155,-8.164683,-1.4110134,3.6911218,0.28295058,-4.851383,2.9835265,-2.809955,-5.1416283,6.208572,-7.5703745,-2.0752797,1.5681823,1.2393509,184.74654,82.36859,23.57991,23.563677,24.095173,19.592047,16.309866,19.140985,13.051668,12.7290325,12.124599,12.324636,7.12886,8.906684,11.316805,7.4383044,9.947056,7.3837166,6.699055,5.086434,-336.58038,194.29474,55.881622,79.110275,44.111355,51.17157,34.306015,16.990131,16.102339,28.22902,27.40443,21.572327,23.55117,11.009636,11.379587,24.811237,10.562675,12.339653,17.785145,19.18803
male,happy,-398.99393,46.391808,-11.255848,-5.9670596,-3.2799873,1.220975,-15.306036,-9.986511,-9.57162,-12.807639,2.08165,-10.402266,-5.5977244,-1.1301785,-5.6256485,-2.9286497,-6.676249,-1.1546315,-3.772107,-6.9096913,134.75339,43.703354,29.73024,20.522823,27.649248,14.214664,20.654034,13.951749,14.16078,18.990396,10.461473,13.976963,12.408145,10.967931,9.314068,8.66034,12.379639,11.36317,10.80484,7.97491,-184.8869,138.71164,77.71263,45.362312,46.099365,37.948494,13.402975,17.743612,23.331146,22.35196,29.579689,13.797863,17.743933,19.272602,11.605562,27.944359,34.51521,66.08688,45.845184,8.074827
male,happy,-638.5373,47.415882,-8.4201355,4.0772514,5.1239724,-5.845613,-5.6604176,-7.539272,-11.52667,-5.461642,-2.863679,-4.445194,-4.040187,-4.7517405,-5.338362,0.90275836,-6.6691175,-4.804072,-5.0096216,-3.2203915,200.41148,57.337532,22.886328,21.928417,16.144089,16.608305,11.7240095,13.498595,16.619762,10.202558,10.12587,9.385814,9.703611,8.727178,9.591674,6.15465,10.816368,7.576991,6.795713,7.0143886,-310.0894,183.2698,37.57467,62.893158,47.818214,26.571255,12.26861,28.218441,11.221043,21.915777,32.634705,11.424795,15.612599,11.39628,8.971217,22.763603,8.671569,5.582861,5.7692146,7.322662
female,neutral,-700.95215,53.937096,2.6433227,5.0497723,5.1998253,-2.8617313,-3.8316193,-6.8061633,-10.532739,-3.2149158,-1.7342288,-5.7512674,0.74105567,-1.7851475,0.4076891,-8.152826,-1.8142284,-2.5656981,-4.25392,-4.250021,182.6839,46.33671,19.542404,22.541403,15.523762,18.411373,16.51245,13.663789,14.4365835,12.012828,7.975399,9.303343,10.134196,12.4290695,5.9620123,11.067478,6.234797,6.6252675,7.4310017,6.9676547,-429.9594,154.92789,73.03227,68.47676,40.622787,29.6608,31.48282,19.362833,10.078223,23.20037,14.484911,13.391255,23.003445,23.347242,16.673845,6.3827667,8.260892,11.86702,8.9822235,9.312011
male,surprise,-565.1387,61.977825,-4.8819466,18.496075,15.71916,-2.425516,3.253645,1.4301733,-2.7825954,5.5602193,3.0913372,1.0774704,1.2328837,3.648888,3.4790375,1.7683711,2.7145426,-2.5794466,1.9128137,2.5456991,198.33725,54.6917,25.738977,19.141106,19.848064,21.018463,12.044202,11.652036,16.761131,9.046289,9.937345,8.382432,8.551472,8.175341,7.962569,6.432496,7.3391066,10.866722,5.3156605,4.9366465,-222.59601,184.13153,45.32093,68.387886,57.15969,28.886047,31.324156,17.494244,22.903717,30.873888,19.56609,21.97008,20.53464,22.477203,16.628405,13.209867,15.310901,12.741039,15.036482,20.383892
female,surprise,-697.1783,34.360622,-10.023998,2.2621698,-5.1408854,-3.7022226,-10.1130085,-13.919273,-5.3291125,-3.9390044,-6.0587626,-4.6677885,-3.5296915,-2.4791212,-5.7157817,-5.9581685,-5.7426777,-3.7620373,-4.33809,-3.7374017,201.84303,52.61947,25.177336,21.582207,17.46304,8.68083,12.843174,17.412872,9.236427,11.018004,9.120795,8.611032,9.545331,9.017631,8.485318,7.7902527,6.8311863,7.866316,7.950559,8.117237,-308.062,174.15834,43.780396,55.311516,22.237892,12.119295,7.628007,3.2848017,11.118439,11.88499,7.535734,14.648666,13.957167,16.06979,12.03542,12.897768,8.876289,16.569315,26.064074,22.479206
female,calm,-679.67957,48.11774,-1.3433061,7.509073,5.020685,-1.8707812,-5.726465,-7.6431584,-8.765848,-1.1732962,-1.0272202,-6.8811707,0.3012008,-1.7300804,1.5206084,-6.6826963,-2.6370838,-2.7746,-4.904903,-3.315103,144.11427,49.394073,25.734034,20.583519,15.199172,15.529599,13.748788,13.012806,12.542017,11.158348,9.416472,9.794599,8.826294,12.056907,6.090119,9.453315,8.006508,6.2075105,7.5309873,8.000572,-426.89594,154.80717,59.129513,65.887566,31.847544,30.119474,20.796509,19.929956,11.828213,24.31292,33.337128,9.228873,20.805296,22.332403,23.246162,6.681731,18.926653,10.894169,7.376705,16.405725
male,neutral,-648.194,64.6553,7.708081,12.35713,10.69377,-2.3673685,-8.878728,-11.402903,-1.4164181,-5.5561256,-5.274902,-2.9594555,0.7040213,-6.563697,-3.2929175,-0.24708313,-7.596137,-0.3120575,-3.655313,-4.6326685,173.65096,62.35756,25.960026,17.944967,19.944191,21.64255,15.990723,14.955718,8.387869,11.587271,8.339259,8.369333,7.4652243,10.364337,6.84302,6.6008353,10.621777,5.7831106,5.722038,5.63934,-355.662,191.37079,56.156754,60.57063,57.85158,32.80065,26.96088,11.991749,14.498198,31.365265,17.534506,21.89032,28.1791,19.64433,15.894016,18.182976,12.268372,18.065641,5.650877,9.683438
male,happy,-396.15756,44.288467,-16.906322,-3.54653,-12.570478,-1.2056876,-13.956591,-12.861631,-11.221939,-15.224036,3.2297626,-10.021192,-6.9288206,0.19692664,-10.855564,-3.5914733,-8.030107,-2.6941288,-4.5143456,-7.183329,150.8975,44.66383,30.068106,24.344925,30.832026,14.840138,21.480217,12.766933,12.042096,14.490714,10.89686,12.584506,9.714697,8.603693,9.299645,6.657169,10.422609,6.8798685,8.463572,8.595302,-118.476036,161.4685,77.75389,50.01736,35.43998,26.77062,18.149864,8.306948,13.10719,8.403986,33.71342,14.818556,11.84683,19.8383,8.847403,10.10906,7.621069,20.947155,10.93494,18.418478
male,neutral,-760.3386,71.225006,13.172239,21.122849,11.821007,4.0136743,1.3334682,-3.6378183,0.114130676,1.8248465,-4.9535823,3.3389971,0.3813409,1.251787,1.4366426,0.5838373,1.3598896,0.17234145,-3.4662871,4.0000095,168.69444,68.858574,18.446568,19.962667,14.181922,13.987085,10.094065,13.252678,9.414682,7.6381316,10.012844,9.032666,7.72489,7.1063843,5.5499535,7.129572,4.3375263,4.6352167,6.287667,5.3494196,-448.51553,210.07483,52.943,89.51996,55.58834,28.065884,25.685753,13.832525,17.704897,19.957867,14.9425125,31.364616,27.06025,19.330513,17.748402,13.303839,18.12389,9.256565,7.8999305,18.885778
male,disgust,-653.6477,74.02552,-3.9471676,21.78348,11.605718,-2.069856,0.36317188,-4.340039,-3.9287467,-3.5583305,-2.8631337,-4.7973957,-1.2190162,-2.3717413,-4.235217,0.025528796,2.400026,-3.2479427,-5.657485,-0.28646386,170.25935,73.43047,36.113716,20.052835,15.872572,25.443478,10.274777,13.249495,12.382069,12.027293,9.604165,10.105662,6.8278837,7.508061,8.362425,6.497324,6.243321,6.9225125,6.9736195,4.8270044,-343.24374,212.88446,46.91485,89.16576,53.904533,37.65496,19.531067,13.225096,16.04834,18.427952,19.172646,16.78378,20.450724,19.875175,12.257667,13.857247,23.355482,13.450054,4.931738,15.356256
male,angry,-307.82556,28.292263,-33.721745,-2.3927774,-15.855716,-10.578614,-11.1157255,-2.9570408,-11.549768,-4.435759,2.9168048,-11.1946335,0.25848135,-6.3303695,-7.6899943,-5.1937537,-1.2729378,-3.6035202,6.943064,6.5255866,177.99648,41.65468,41.575863,21.938576,25.655733,21.72313,17.702854,19.841434,14.10959,9.224354,8.756084,13.658674,6.226773,8.681284,12.814156,9.10145,8.403293,11.384474,13.587015,11.609607,-53.833317,133.86023,41.73259,48.149437,22.561245,38.40925,15.443863,41.101448,6.080904,22.597368,24.38612,6.8578734,16.63995,8.245806,17.440063,13.22954,22.966528,31.471386,46.338142,54.140335
female,angry,-558.3125,50.410427,-15.666469,1.9752563,-10.307768,-5.298704,1.4623746,-15.555854,-14.331328,-1.7544258,-3.9142523,-4.633807,-5.1181073,-4.856297,-2.5836525,-4.4796066,-9.32224,-6.4028497,-3.8613384,-4.174394,177.53088,56.223392,27.13301,23.435873,16.029892,17.317139,12.991495,15.759648,14.630529,11.893611,9.709189,7.6940336,9.133631,9.047554,7.904918,9.452844,8.59761,7.637552,6.239355,7.057242,-315.52512,211.97043,58.43467,73.6577,13.098331,33.893295,49.83387,3.8280692,10.769854,25.468159,23.024086,20.758003,16.671867,13.444762,12.750139,12.812411,2.722522,11.072003,8.862247,9.976765
male,calm,-677.5924,58.64333,0.7707761,9.74823,12.153469,-0.25173604,-3.1879003,-6.0430527,-7.566854,-2.436903,1.6436354,-3.646301,-3.9111226,0.0944688,-1.762557,0.79650825,-5.379054,-0.93807036,-1.7818754,-2.1266606,193.89055,61.003883,24.348412,17.785212,17.36948,16.314486,10.998818,11.213009,12.814372,10.29662,9.180658,8.15685,8.709952,6.4664354,7.559935,5.493074,9.701935,4.7916183,6.086802,6.5897007,-349.68817,187.75134,76.02652,72.72657,60.497963,45.17123,15.071142,14.097551,10.0425205,25.76909,31.573063,8.38799,7.6703124,13.706831,11.34974,16.179424,10.382667,12.173634,9.504669,12.492496
female,angry,-393.29196,37.42764,-14.80354,-2.003927,-10.825532,-11.668422,-8.092074,-12.388589,-13.540403,-5.1696277,-7.449745,-7.137653,-6.389458,-3.5212328,0.6035298,-2.299608,3.3990302,3.125159,-1.9459759,1.3147128,183.90817,52.781345,35.60509,22.88769,23.467213,24.074774,15.4497175,15.249804,16.113123,9.66995,10.285415,11.12883,11.178883,9.786896,10.640566,10.171843,16.661505,14.737353,12.223743,8.867742,-83.23222,188.8594,52.939774,75.271286,18.003792,36.080406,20.713127,7.411367,10.669193,15.6333885,9.69894,19.503128,17.916626,23.021366,44.690544,30.970709,54.985497,61.32434,41.642838,38.28316
male,sad,-626.9533,67.89747,1.6370765,12.935053,4.454487,7.4641128,-11.544701,-5.5035925,-4.029398,-11.448175,-4.908047,-3.1096554,-0.91300476,-0.71122605,-0.28302497,-0.409303,-1.4423985,0.44089222,-2.0644038,3.3764474,147.65456,65.38638,25.6858,24.581766,14.757707,14.766502,21.46966,15.124325,11.74245,16.808329,12.084069,9.870908,11.385609,13.07034,7.606962,9.957078,10.283254,5.667409,7.4648495,6.192832,-384.76315,191.31247,52.116245,85.47363,34.458076,45.528313,15.328051,15.652753,10.664597,9.895062,15.369413,22.374954,20.346645,27.001295,13.198518,19.59341,19.495533,11.300732,11.251055,18.105286
